ID;text;group
1502;estimate probability Gehrels referred Thomas Gehrels Spacewatch project, Kitt Peak observatory. Maybe 24th century they could gamma spectroscopy distant asteroids with orbiting observatory, here primitive 20th have send probe there gamma spectroscopy done. have info Mayan Television yet?;2
214;That change next month- least hope will. couple hundred journalists have requested press passes test flights. Sustaining that publicity however, will problem. Allen;2
2010;'Speech Pete Worden Delivered Before U.S. Space Foundation Conference Colorado Springs, Colorado April 1993 What delightful opportunity cause some trouble. providing this forum would sincerely like thank U.S. Space Foundation. topic today Single Stage Rocket Technology rocket SSRT. intend speak more. lower cost make rapid progress. SSRT mind hope convince erupting rallying generation space Faster, Cheaper, Better. Faster, Cheaper, Better SSRT represent passing torch from technical generation another. thing sure also relearning things from past masters. When rolled SSRT baby weeks ago, called experts told violates laws physics made sense. example, Eberhart Rachtin former president Aerospace Corp., said SSRT L.A. Times that defies best principles launching payloads into space. Well Rachtin you\'ve made mad! What these principles that SSRT defies? Well I\'ll tell you. violates principle that need giant program office build space hardware. violates fact that takes years build something new. violates truism that cant anything significant less than many billions dollars. took some last generation\'s experts teach some new/old lessons. Werhner Braun\'s first rocket Saturn General Schriever\'s ICBM\'s didn\'t take years demonstrate. airplane didn\'t cost billion. took great engineers 1950\'s remind these truths Hunter. Max, remind you, senior engineer Thor IRBM program, faster, better, cheaper success story. been persistent vision single stage reusable space launch system since 1960\'s. Because knew done affordable steps Build little, Test little. Next persuaded technology demonstration. didn\'t solicit bunch requirements they\'d just change every years anyway. included speech ALS/NLS such ephemeral requirements that would better known Shape Shifter than Space Lifter. didn\'t spend money this X-Rocket only cost million. When\'s last time even built airplane that? didn\'t take time build McDonnell Douglas completed months. Finally, government program office consisted very over-worked Force Major motivated part threat that he\'d ride strapped-on lawn chair over cost schedule. described what SSRT isn\'t keep mind only first step. There several more steps steps that easily fail before U.S. field SSTO. each step should follow same principles small management team years technology demonstration modest budget. show details SSRT might evolve: (See charts) I\'m embarrassed when generation compared with last generation giants last great space era, 1950\'s 1960\'s. They went moon built telescope that can\'t straight. They soft-landed Mars least could soft-land Earth! have answer. follow their build little, test little philosophy produce truly affordable routine access space. know there sayers among those SSRT stunt. needs more thermal protection, engines wrong, would better land horizontally, etc, etc. we\'ll White Sands June. bring your view-graphs, I\'ll bring rocketship. what then next step. included speech: fail still have your program offices, staff summary sheets, requirement analyses, decade long programs.]';2
878;extremely good example circumstantial evidence! Every time these right-wing control-freaks start spouting about prayer schools, this nagging commentary from Sermon Mount [Matt: 6:5-6] when pray, imitate hypocrites: they love their prayers standing synagogues street corners people them. tell solemnly, they have their reward. when pray, your private room and, when have shut your door, pray your Father that secret place. THEY want PUBLIC prayers, better manipulate children. Amen indeed. hope don\'t mind amen this? :-)';3
1428;'The 68070 _does_ exist. It\'s number licensed Philips make their variant. This chip includes extra featurfes such more ports, bus... making more microcontroller like.';1
1322;stupid question, what will CView where still need viewer Linux. (Without X-Windows.) >Thanks! boy. There HELL going able view GIFs other graphics Linux without windows! love Linux because easy learn.. want text? Okay. Linux. want text graphics? Linux with windows. Simple. Painless. REQUIRED have Windows want graphics! This includes fancy word processors like doc, image viewers like etc. Ummm, differ. kind soul sent program called DPG-VIEW that will exactly what want, view images under Linux without X-Windows. And, does support 1024x768. biggest complaint have painfully SLOW. takes about minute display image. CSHOW under which takes split second. idea slow under Linux? Anybody have anything better? Plus, anybody have docs DPG-View? Thanks!;1
381;wife wants publish newsletter. She\'s artist, intends comercial clipart customise drawing circle around etc. have MSPublisher manipulating text, suitable doing much with graphics, needs more specialised tool. Right she\'s looking Corel Draw Harvard Draw. There seem more books stores Corel than Harvard, she\'s inclined with Corel basis popularity. anyone give informed opinion which package would more suitable there even better alternative available? this FAQ, please withhold flames just send location document. Thanks. Three PS\'s: clip from Harvard Draw whatever commercial purposes? have Laser printer. What would good scanner reading paper clipart?';1
1163;article <93109.231733ISSCCK@BYUVM.BITNET> Casper Knies <ISSCCK@BYUVM#.B #>As Latter-day Saint, found John\'s statement *not all* ludicrous... #>Please allow explain myself. 1838, governor Missouri, #>governor Boggs, issued so-called Mormon extermination order. #>only crime (illegal activity) Latter-day Saints committed, #>their religious affiliation, their anti-slave stance (Missouri still #>allowed slave practices), their growing numbers/influence Missouri. guess Mormons what they deserved, because they refused #>to will (corrupt evil) secular authorities. This disobedience #>brought upon them persecution, murder, finally forced expulsion from #>their lands settlements... significant remember that these secular positions were held #average people, that time, almost Americans were pretty #homogeonously Christian. largely mainstream Christian\'s disgust such practices polygamy which resulted their irrational hatred. True, that exactly problem: Mormon extermination order issued just Christian, ALLOWED under Constitution United States, which instituted precisely prevent incidents like this order from occurring first place... indicated earlier posting, your irrational hatred clearly evidenced individuals like Robert Weiss (who could have been Gov. Boggs\' Lieutenant- would have fitted right drewling al), seems modern-day occurrence, based results (slander, persecution, misrepresentation, lies, denying Mormons representation their user group, etc. etc. intent purpose, what really changed? #The situation entirely different today. Many irrational feelings #and beliefs justified through religion. don\'t think most them #are started because religion, religion certainly helps justify #perpetuate prejudices practices providing neat justification #which discourages critical thought. True, evidenced numerous examples, sure you\'re aware. #>In regard, Mormon history alone indicates that secular authorities (and don\'t even discuss Uthan\'s were suckered into allowing part their #>lands becoming nerve-gas atomic bomb testing grounds...) from #>being trusted righteous. Have things really changed better? #>may born cynic, have reason whatsoever that such been #>case. early 1980s, believe, late President Kimball (lds church #>leader) strongly protested federal attempts locate MX-Peace Keeper #>missile maze from being built Utah (yet another inspired decision from #secular authorities). Fortunately, opposition influential enough #for feds back off. mean that secular authorities some continuous group #people with common uninterrupted goal harrassing/eradicating #Mormons? honestly believe that main reason using Utah #nuclear testing etc.. them thar Mormons? what about #majority Uthan\'s aren\'t Mormons? seem searching enemy ^^^^^^^^ (Correction: majority Utahn\'s Mormon (60-70\% believe, 100\% many cities settlements throughout Western states.) #conspiracies. paranoid believe that everything that affects #badly must have been done primarily that purpose. What mean that secular authorities watched, believe that Satan been given some power dominion over earth divert truth, judgment, justice. addition, believe that adversary power influence unjust idolatrous (greed money would good example) order bring about persecution, war, oppression, evil combinations. intelligent being, don\'t suppose that destroyer would yield influence foremost those with political power? Utah concerned, what pointed were some horrible examples environmental nightmares imposed upon secular authorities, which have brought death, disease, (i.e. downwinders) environmental contami- nation. hardly paranoid, just expecting much from secular government that share values faith, which indeed Gov. Boggs al.) harm destroy matter fact, prophecies church indicate that future years, (global) persecution against Mormons will increase intensity scope, that (paraphrasing) those wish escape persecution murder must flee Zion. Zion (the pure heart) will re-established those days, AIN\'T current secular authorities will rule over it... #>... David Koresh pose great #>threat federal authorities security this nation, with #>John, wonder what\'s next... personally feel that should stop anyone threat #life even person. Sure, pose threat security #this nation. pose threat lives followers. That #much definite. Hmmm. definite whom? --Until such been established beyond reason- able doubt, this alleged threat have been less than threat imposed upon followers BATF FBI... #>Who killed who? What constitutional right officers have #>invade upon private land force themselves into compound? #>What REALLY caused murder little children? Could that #>the ATF/FBI presence bearing upon events? would #>interpret Masada events? --Blame Jews? (What heck #>the Romans there anyway? What business ATF/FBI Waco, #>Texas???) Branch Davidians NEVER posed threat society. #This like asking REALLY caused deaths Israeli Olympic #team 1976? that case, police botched well. #lay heavier burden them than terrorists would terrible #mistake. think same sort reasoning applies this case. #Certainly, David Koresh chose peaceful option, #would have complied. responsibility more than authorities. Come now, issue much authorities escalated otherwise peaceful stand-off: let\'s over with, force David Koresh come out??? --By gassing them??? Were they naive, what? They played right into hands apocalyptic-thinking individual prepared people this eventuality years), *one* firetruck plan place deal with this scenario??? feel that authorities some responsibility protect their citizens, even they were religious zealots, guilty paying $200 license??? (Has BATF become extension local tax-collectors?) #>David Koresh, doubt, will described evil #>executioners), while actions those valiant brave officers #Characterizing ATF/FBI executioners inaccurate unfair. #order executioner, least must have done have intent kill. Que?? --Intrusion into private property with semi\'s, loaded with life ammunition, isn\'t that implicit intent least prepared) kill? you, would BATF warrant stand civil court justice? mind criminals (such dangerous drug lords) brought justice, escalating events point allowing compli- city with, destruction people? #*Isaac (isaackuo@math.berkeley.edu) _____ #*How lucky English find toilet amusing.* ______//_o_\\__ mundane functional item. you, *(==(/___________ basis entire culture! Manfred Richtofen;3
1563;'Forwarded from Neal Ausman, Galileo Mission Director GALILEO MISSION DIRECTOR STATUS REPORT POST-LAUNCH April 1993 SPACECRAFT April cruise science Memory Readouts (MROs) were performed Extreme Ultraviolet Spectrometer (EUV), Dust Detector (DDS), Magnetometer (MAG) instruments. Preliminary analysis indicates data received properly. April Command Detector Unit Signal-to-Noise Ratio (CDUSNR) test Radio Frequency Subsystem Automatic Gain Control (RFSAGC) test were performed using LGA-1 (Low Gain Antenna over DSS-63 (Madrid meter antenna) DSS-61 (Madrid meter antenna), respectively. Data analysis process. These tests periodically performed provide detailed information relative telecom command hardware integrity. April NO-OP command sent reset command loss timer hours, planned value during this mission phase. April first suppressed carrier/DSN (Deep Space Network) advanced receiver characterization tests performed over DSS-14 (Goldstone meter antenna). spacecraft modulation index varied from degrees degrees range ground receiver bandwidth settings. imbalance measurement exhibited significant change (greater than throughout this period imbalance measurement has. measurement reads (4.5 volts). measurement ranged from (4.6 volts) (16.2 volts) currently reads (16.2 volts). These measurements consistent with model developed AC/DC special anomaly team. Spacecraft status April 1993, follows: System Power Margin watts Spin Configuration Dual-Spin Spin Rate/Sensor 3.15rpm/Star Scanner Spacecraft Attitude approximately degrees off-sun (lagging) degrees off-earth (leading) Downlink telemetry rate/antenna- 40bps(coded)/LGA-1 General Thermal Control temperatures within acceptable range Tank Pressures within acceptable range Orbiter Science- Instruments powered PWS, EUV, UVS, EPD, MAG, HIC, Probe/RRH powered off, temperatures within acceptable range Loss Timer Setting hours Time Initiation hours TRAJECTORY noon Thursday, April 1993, Galileo Spacecraft trajectory status follows: \tDistance from Earth 169,747,800 (1.14 \tDistance from 286,967,900 (1.92 \tHeliocentric Speed 91,200 hour \tDistance from Jupiter 532,735,900 \tRound Trip Light Time minutes, seconds SPECIAL TOPIC';2
293;'930425 Rome under attack barbarians, they sent advice some Oracle, said Worship Cybele you\'ll saved. They did, they were. Cybele quintessential wiccan goddess, there lover, Attis. Yucky idea book says Phrygian, from neolithic matriarchal society Catal Huyuk (Turkey). Worshipped Black Stone (that Kaaba Mecca ring bell maybe????) Carried Rome 205BC save them from Hannibal. Response: there some relation between name \'Cybele\' phenemenon \'sibyl\'? Your paragraph above seems indicate there might understanding that Islam founded remains goddess cult two. Many Muslims would like hear that. You: gets more interesting. Romans called Great Mother (Magna Mater), could reason many those Mary statues Europe black, prob. connected that Ka\'aba they\'ve Mecca, cent. supreme Goddess Lyons, France Attis castrated formed into pine tree should worshiped Rome ecstatic cult, priests wore drag, worked themselves dance castrated themselves order initiate her, lived their lives women. They wore make jewelry whole bit. Only other such primitive transsexualism know goes India (where else?) where they that castration thing under some meditation maybe, forget now...there\'s book that.) course, that excepts that weird Russian Romanian 18th cent. Xian cult that kinds self-castration too, forget their name. Response: I\'d love details references above. exploration this issue only extended brief examination Zuni \'berdache\'. _The Zuni Man-Woman_, Will Roscoe, University Mexico Press, 1991 probably some interesting things about them. I\'ve procure details references Ecstatic cults Rome, India, Russia/Romania (Christian too?) which exhibit type transsexualism transvestitism, male female (though expect mostly former will found ->). Thanks your interesting posts, Charles.;3
1436;First know, only male homosexuality explicitly mentioned bibles, you\'re hook there, think. event, there *plenty* people many denominations consider person\'s sexual identification gay/lesbian/bisexual immoral lifestyle choice This another misconception. being told whole story. former minister lesbian, know personally professionally several openly lesbian ministers. Unitarian-Universalist like most others denomination, pro-choice. needn\'t looking Unitarian Universalists (which liberal religion) acceptance your sexual identification pro-choice views, however- there many believe spirituality freedom conscience. Good Luck your journey!;3
132;nearly perfect parody needed more random CAPS] Thanks chuckle. loved about relevance people starving Somalia!) those who\'ve taken this seriously, READ NAME! (aloud);2
1125;have question about recursive, backward raytracing. When incident strikes object point first normal calculated. Light rays calculated where number light sources) these being light rays that intersect with anything. reflected transmitted calculated from formulae. Calling routine recursively will return colours along rays rCol tCol. Each object colour oCol each light source liCol question combine rCol, tCol, oCol liCol\'s correct resulting colour return along ray? colours defined strucures (records) having components between anyone done this before could give hints? Adrian Secchia';1
1068;Have informed your wife this prioritization? This board will have Thou hast used name vain! never coerce. Ridicule, maybe, never coerce. Please take responsibility your actions. (deletia);3
788;'Please excuse length this post, personal reasons, must some length. [...more deleted...] Perhaps would instructive what original post say: [followed signature] extremely careful this posting anything which factual. made judgement about Hitching quality quotation attributed him. have read books listed (although glimpse briefly Earth Magic, nothing that would care comment on). solely response inquiry Warren about Hitching, your assertion that paleontologist. know whether paleontologist. claim know anything about him, except this listing publications. However, decided impression that being included among Branch Atheists basis this post. that impression mistaken, please know. Otherwise, should know that implications very offensive would certainly appreciate clarification your posting.;3
609;True, need define statement that defined polarity, other states considered other polarity. Then again what meaning nil, false true Cheers, Kent';0
448;'[By default, followups newsgroups.] short excerpt: [...]';0
73;Could someone please help find program figure extract values each pixel image. convert between everal other popular formats need values program writing. Thanks help;1
1323;gravity maneuvering that used exploit \'fuzzy regions\'. These described inventor exploiting second-order perturbations three body system. probe launched into this region earth-moon-sun system, where perturbations affected such allow into lunar orbit without large expenditures fuel slow down. idea that \'natural objects sometimes captured without expending fuel, we\'ll just find trajectory that makes possible. originator technique said that NASA wasn\'t interested, that Japan because their probe small couldn\'t hold fuel deceleration. \tThis from issue \'Science News\' \'The Planetary Report\' believe, about months ago(?).;2
390;Well, dived feet first reverse engineered .PRJ file much needed extracted mapping icon information which when dawned that Studio useless needs. need mapping icon applied texture. want special purpose graphics computer rendering models requires texture rule/plane specified 3Space, i.e. position/orientation mapping rule. Since only mapping icon used apply textures objects/faces, renders intended) totally unsuitable needs. Anyone contact Alias Upfront other good modeller must able specify texture rules (one texture) this must saved file which read. haven\'t found info Alias copy that have.';1
1100;ImageMagick. cannot test told does 24bit. Anyway, SURE your Xserver supports 24bit TrueColor visuals Check with xdpyinfo;1
891;glad write that. flamed along because begged crosspost some nonsense articles. problem with crossposting first poster. aware that this posting crossposting too, what else should never know where interested people stay split newsgroups brings even more crossposting. Holler, Bern, Switzerland Good good enough, make better! holli!holler@augs1.adsp.sub.org ((Second chance: holler@iamexwi.unibe.ch))';1
223;I\'ve just spent solid months arguing that such thing objective moral system exists.';3
285;From whose point view would like know what relativism concludes? people involved argument, some third person observing arguers?;3
856;Does this organization have official e-mail address these days? address Area Lodges, e.g. Thelema would do.) 93... A.Lizard;3
1817;'From Universe April 1993 SIRTF still very much business';2
1249;Yes, everyone else. Why, wonder, don\'t \'Fred\'? Well, that would just *obvious*, wouldn\'t yeah, this isn\'t real name, either. I\'m actually Elvis. maybe lemur- sometimes have difficulty telling which which. Insisting perfect safety people don\'t have balls live real world. Mary Shafer, NASA Ames Dryden';2
290;'Hi, name rahul doing USU, Logan query have workstation: Series with running have true color 24bit color monitor connected this machine. Normally have capability display colors from 16.7 million. Since monitor True Color 16.7 million time. Que: have facility X(c-function call) that will enable specify combination screen? using XStoreColor pallette colors. Que: not. there display true color image true color monitor using XLib function calls? generating traced images colors indeed painful limit. besides need facility display true color images will generating true color system WITHOUT color quantification. Please, anyone help i\'d obliged';1
1220;'Well, looks like folks soc.religion.islam have loosened discussing this topic well banking/interest topic. books subject have also been mentioned addition mentioned. These hard find, think take stab curiosity. know film this subject pretty weak only quotes have seen which were used show science Koran (which posted here) were also pretty vague. suspect that these books will extrapolate awful quotes they have. least poster Islam channel seems have some misgivings about practice using Koran decide what good science. wonder Islam ever come with equivalent Christians Creation Science topic. would interesting find history scientific interpretations Koran, anyone used Koran support earlier science which since been discarded. easy look science exists today then interpret passages match those findings. People similar things with sayings Nostradamus time.';0
1463;'Actually, they legal! familiar with speaking knowing Popular Science probably fringe. However, speaking Public Missle, Inc., which legitimate company that been around while. advances composite fuels, engines available model rockets using similar composites fuel, roughly times more powerful than black powder motors. They even available reloadable form, i.e. aluminum casing, casings, o-rings (!). engines range from common manufacture, I\'ve heard used special occasions. model rocket, however, rocket can\'t contain metal structural parts, amongst other requirements. I\'ve never heard model rocket doing 50,000. have heard 20,000 foot flights. These require waivers course!). There large national launches (LDRS, FireBALLS), which many sized engine flights. Actually, using engine constitutes area High Power Rocketry, which seperate from normal model rocketry. Purchase engines like have been describing require membership National Association Rocketry, Tripoli Rocketry Assoc., have part educational institute company involved rocketry. Amatuer rocketry another area. I\'m really familiar with this, area where metal parts allowed, along with liquid fuels what not. don\'t know what kind regulations involved, I\'m sure they numerous.';2
1326;'Where find;1
